Project,project_id,issue_iid,issue_id,title,state,author,assignees,labels,milestone,created_at,updated_at,due_date,weight,confidential,web_url
"atlas-datascience/lion/project-lion/paxium-policies","74119475","14","173637398","Node helper opa-eval for Lambda and Node","opened","szahniy","","Ready|aspect::policy","","2025-09-19T00:00:27.319Z","2025-09-26T15:13:14.858Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/14"
"atlas-datascience/lion/project-lion/paxium-policies","74119475","15","173637411","Policy templates for common patterns","opened","szahniy","","Ready|aspect::policy","","2025-09-19T00:01:13.299Z","2025-09-26T15:13:20.222Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/15"
"atlas-datascience/lion/local-environment","70509031","14","173637414","OpenMetadata authorizer wired to Wasm","opened","szahniy","","Backlog|aspect::local","","2025-09-19T00:01:44.253Z","2025-09-19T00:01:44.253Z","","8","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/14"
"atlas-datascience/lion/project-lion/paxium-api","74013664","16","173670632","/v1/auth/self contract and stub","opened","szahniy","","Ready|aspect::api","","2025-09-19T13:56:30.871Z","2025-09-26T15:19:07.709Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/16"
"atlas-datascience/lion/project-lion/paxium-api","74013664","17","173670648","/v1/auth/providers IdP discovery","opened","szahniy","","Backlog|aspect::api","","2025-09-19T13:56:53.651Z","2025-09-19T13:56:53.651Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/17"
"atlas-datascience/lion/project-lion/paxium-api","74013664","18","173670668","Decision logging fields and headers","opened","szahniy","","Ready|aspect::api","","2025-09-19T13:57:18.799Z","2025-09-26T15:08:15.681Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/18"
"atlas-datascience/lion/project-lion/paxium-api","74013664","19","173670786","POST /v1/search with GeoJSON body","opened","szahniy","chris.sonnenberg","Sprint Ready|aspect::api","","2025-09-19T14:00:21.449Z","2025-09-22T15:18:13.213Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/19"
"atlas-datascience/lion/project-lion/paxium-api","74013664","20","173670848","GET /v1/domains browse domains","opened","szahniy","","Backlog|aspect::api","","2025-09-19T14:01:19.649Z","2025-09-19T14:01:19.649Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/20"
"atlas-datascience/lion/project-lion/paxium-api","74013664","21","173670867","POST /v1/access/requests policy decision","opened","szahniy","","Backlog|aspect::api","","2025-09-19T14:01:49.444Z","2025-09-19T14:01:49.444Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/21"
"atlas-datascience/lion/project-lion/paxium-api","74013664","22","173670886","POST /v1/assets/{id}/link presign broker call","opened","szahniy","","Backlog|aspect::api","","2025-09-19T14:02:15.661Z","2025-09-19T14:02:15.661Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/22"
"atlas-datascience/lion/project-lion/paxium-api","74013664","23","173670977","Add audit headers and structured logs","opened","szahniy","","Ready|aspect::api","","2025-09-19T14:04:48.267Z","2025-09-26T15:08:19.928Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-api/-/issues/23"
"atlas-datascience/lion/project-lion/paxium-access-broker","74557728","4","173671013","Create Access Broker service skeleton and CI","opened","szahniy","","Backlog|aspect::access-broker","","2025-09-19T14:05:57.827Z","2025-09-19T14:06:54.809Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-access-broker/-/issues/4"
"atlas-datascience/lion/project-lion/paxium-access-broker","74557728","5","173671096","STS policy shaper for scoped S3 GetObject","opened","szahniy","","Backlog|aspect::access-broker","","2025-09-19T14:08:22.726Z","2025-09-19T14:08:22.726Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-access-broker/-/issues/5"
"atlas-datascience/lion/project-lion/paxium-access-broker","74557728","6","173671122","Broker-API contract and shared types","opened","szahniy","","Backlog|aspect::access-broker","","2025-09-19T14:08:47.810Z","2025-09-19T14:08:47.810Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-access-broker/-/issues/6"
"atlas-datascience/lion/project-lion/paxium-access-broker","74557728","7","173671140","Deny-reason and error mapping","opened","szahniy","","Backlog|aspect::access-broker","","2025-09-19T14:09:12.701Z","2025-09-19T14:09:12.701Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-access-broker/-/issues/7"
"atlas-datascience/lion/project-lion/schemas","71164198","6","173671237","Search response schema with bbox and hasGeo","opened","szahniy","","Ready|aspect::schemas","","2025-09-19T14:11:33.483Z","2025-09-26T15:04:27.025Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/schemas/-/issues/6"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway","70663322","17","173671305","202 Accepted body contract finalization","opened","szahniy","","Backlog|aspect::ingestion-gateway","","2025-09-19T14:12:59.966Z","2025-09-19T14:13:08.161Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/ingestion-gateway/-/issues/17"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","24","173671348","Enrichment upsert path hardening","closed","szahniy","","aspect::enrichment","","2025-09-19T14:14:18.885Z","2025-09-19T14:14:27.899Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/24"
"atlas-datascience/lion/project-lion/paxium-web","74013701","17","173671512","[Spike] Policy list and basic editor MVP","opened","szahniy","johndmema","Sprint Ready|aspect::web","","2025-09-19T14:17:05.750Z","2025-09-22T15:19:20.913Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/17"
"atlas-datascience/lion/project-lion/paxium-web","74013701","18","173785558","Establish Styling architecture for paxium-web and start using","opened","roy.mayfield","johndmema","Ready|aspect::web","","2025-09-22T15:09:13.959Z","2025-09-26T15:09:10.309Z","","","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-web/-/issues/18"
"atlas-datascience/lion/local-environment","70509031","46","173838769","[Spike] Ticket Creation for CICD","opened","szahniy","alain.atemnkeng","Sprint Ready|aspect::platform","","2025-09-22T15:15:27.154Z","2025-09-23T14:49:29.098Z","","1","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/46"
"atlas-datascience/lion/cicd/containers/utility/container-tools","69667755","5","173795343","SPIKE - Multi Platform Build","opened","freedomgb","alain.atemnkeng","","","2025-09-22T17:24:49.354Z","2025-09-26T14:37:51.650Z","","","false","https://gitlab.com/atlas-datascience/lion/cicd/containers/utility/container-tools/-/issues/5"
"atlas-datascience/lion/cicd/catalog/containers","69659122","3","173795313","SPIKE - Multi Platform Build","closed","freedomgb","","","","2025-09-22T17:24:49.354Z","2025-09-22T17:48:11.904Z","","","false","https://gitlab.com/atlas-datascience/lion/cicd/catalog/containers/-/issues/3"
"atlas-datascience/lion/cicd/containers/utility/container-tools","69667755","2","173794603","SPIKE - Multi Platform Build","closed","freedomgb","","","","2025-09-22T17:24:49.354Z","2025-09-22T17:47:26.521Z","","","false","https://gitlab.com/atlas-datascience/lion/cicd/containers/utility/container-tools/-/issues/2"
"atlas-datascience/lion/cicd/catalog/containers","69659122","2","173795287","Image Manifest Component Template","opened","freedomgb","alain.atemnkeng","","","2025-09-22T17:33:35.956Z","2025-09-26T14:38:12.410Z","","","false","https://gitlab.com/atlas-datascience/lion/cicd/catalog/containers/-/issues/2"
"atlas-datascience/lion/cicd/containers/utility/container-tools","69667755","3","173794850","Image Manifest Component Template","closed","freedomgb","","","","2025-09-22T17:33:35.956Z","2025-09-22T17:46:40.807Z","","","false","https://gitlab.com/atlas-datascience/lion/cicd/containers/utility/container-tools/-/issues/3"
"atlas-datascience/lion/cicd/catalog/containers","69659122","1","173795238","Sign Image Manifest","opened","freedomgb","alain.atemnkeng","","","2025-09-22T17:44:40.165Z","2025-09-22T17:46:58.938Z","","","false","https://gitlab.com/atlas-datascience/lion/cicd/catalog/containers/-/issues/1"
"atlas-datascience/lion/cicd/containers/utility/container-tools","69667755","4","173795177","Sign Image Manifest","closed","freedomgb","","","","2025-09-22T17:44:40.165Z","2025-09-22T17:46:09.402Z","","","false","https://gitlab.com/atlas-datascience/lion/cicd/containers/utility/container-tools/-/issues/4"
"atlas-datascience/lion/cicd/catalog/containers","69659122","4","173795611","Add Test for Dive Component","closed","freedomgb","alain.atemnkeng","","","2025-09-22T17:56:11.691Z","2025-09-24T18:44:34.046Z","","","false","https://gitlab.com/atlas-datascience/lion/cicd/catalog/containers/-/issues/4"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector-geopdf","74338957","5","173798904","Extract Geospatial Data from Adobe ISO 30000-2 Encoded PDFs","opened","rcross3","","aspect::edge-connector","","2025-09-22T19:28:08.770Z","2025-09-22T19:28:22.987Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector-geopdf/-/issues/5"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector-geopdf","74338957","6","173798976","Extract Geospatial Data from OGC """"Best Practice"""" Encoded PDFs","opened","rcross3","","aspect::edge-connector","","2025-09-22T19:31:16.668Z","2025-09-22T19:31:28.788Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector-geopdf/-/issues/6"
"atlas-datascience/lion/project-lion/edge-connectors/edge-connector-geopdf","74338957","7","173799043","Extract Geospatial Data from PDF/XML Pair - FGDC-CSDGM Encoding","opened","rcross3","","","","2025-09-22T19:35:07.965Z","2025-09-22T19:35:07.965Z","","8","false","https://gitlab.com/atlas-datascience/lion/project-lion/edge-connectors/edge-connector-geopdf/-/issues/7"
"atlas-datascience/lion/local-environment","70509031","48","174015397","[ADR] Domain hierarchy","opened","szahniy","","Backlog|Parking Lot","","2025-09-26T15:20:08.580Z","2025-09-26T15:23:23.736Z","","","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/48"
"atlas-datascience/lion/devops","71509248","36","174113371","Terraform template build out and validation testing for Paxium core services","opened","pierreo32","","Ready","","2025-09-29T18:58:37.670Z","2025-09-29T19:09:42.578Z","","","false","https://gitlab.com/atlas-datascience/lion/devops/-/work_items/36"
