Project,project_id,issue_iid,issue_id,title,state,author,assignees,labels,milestone,created_at,updated_at,due_date,weight,confidential,web_url,full_text
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","19","173408345","Relational Architectural Diagram for Core Paxium compenents and AWS","closed","pierreo32","","Backlog|aspect::platform","","2025-09-12T16:26:58.091Z","2025-09-19T14:58:09.104Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/work_items/19","ISSUE TITLE: Relational Architectural Diagram for Core Paxium compenents and AWS STATE: closed AUTHOR: pierreo32 CREATED: 2025-09-12T16:26:58.091Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: Architecture diagrams that demonstrate the architectural layout of each core component and the relationship to additional AWS services COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","47","173838776","Network diagram for Master Network and Target VPC Integrations","closed","pierreo32","","Backlog|aspect::platform","","2025-09-12T16:28:25.432Z","2025-09-23T14:49:42.568Z","","2","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/47","ISSUE TITLE: Network diagram for Master Network and Target VPC Integrations STATE: closed AUTHOR: pierreo32 CREATED: 2025-09-12T16:28:25.432Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: A Network diagram that shows the traffic in and out of the Master Network routed to the underlying target VPC. COMMENTS: None"
"atlas-datascience/lion/devops","71509248","34","173674475","Network diagram for Master Network and Target VPC Integrations","closed","pierreo32","","Backlog|aspect::platform","","2025-09-12T16:28:25.432Z","2025-09-23T14:49:42.220Z","","2","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/34","ISSUE TITLE: Network diagram for Master Network and Target VPC Integrations STATE: closed AUTHOR: pierreo32 CREATED: 2025-09-12T16:28:25.432Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: A Network diagram that shows the traffic in and out of the Master Network routed to the underlying target VPC. COMMENTS: None"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","20","173408381","Network diagram for Master Network and Target VPC Integrations","closed","pierreo32","","Backlog|aspect::platform","","2025-09-12T16:28:25.432Z","2025-09-19T15:00:56.734Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/20","ISSUE TITLE: Network diagram for Master Network and Target VPC Integrations STATE: closed AUTHOR: pierreo32 CREATED: 2025-09-12T16:28:25.432Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: A Network diagram that shows the traffic in and out of the Master Network routed to the underlying target VPC. COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","43","173838742","Network Diagram for traffic flow of core Paxium components","opened","pierreo32","pierreo32","Under Review|aspect::platform","","2025-09-12T16:31:28.688Z","2025-09-29T18:58:38.332Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/work_items/43","ISSUE TITLE: Network Diagram for traffic flow of core Paxium components STATE: opened AUTHOR: pierreo32 CREATED: 2025-09-12T16:31:28.688Z LABELS: Under Review, aspect::platform ASSIGNEES: pierreo32 DESCRIPTION: A Network diagram that shows the placement of each component into the VPC, the flow of traffic in and out of the target VPC, Security groups with ingress and egress rules. COMMENTS: None"
"atlas-datascience/lion/devops","71509248","32","173674391","Network Diagram for traffic flow of core Paxium components","closed","pierreo32","pierreo32","Sprint Ready|aspect::platform","","2025-09-12T16:31:28.688Z","2025-09-23T14:48:41.120Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/work_items/32","ISSUE TITLE: Network Diagram for traffic flow of core Paxium components STATE: closed AUTHOR: pierreo32 CREATED: 2025-09-12T16:31:28.688Z LABELS: Sprint Ready, aspect::platform ASSIGNEES: pierreo32 DESCRIPTION: A Network diagram that shows the placement of each component into the VPC, the flow of traffic in and out of the target VPC, Security groups with ingress and egress rules. COMMENTS: None"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","21","173408460","Network Diagram for traffic flow of core Paxium components","closed","pierreo32","","Backlog|aspect::platform","","2025-09-12T16:31:28.688Z","2025-09-19T14:58:10.206Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/work_items/21","ISSUE TITLE: Network Diagram for traffic flow of core Paxium components STATE: closed AUTHOR: pierreo32 CREATED: 2025-09-12T16:31:28.688Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: A Network diagram that shows the placement of each component into the VPC, the flow of traffic in and out of the target VPC, Security groups with ingress and egress rules. COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","45","173838748","[Spike] Ticket Creation for Paxium Resource Deploy","opened","pierreo32","pierreo32","Sprint Ready|aspect::platform","","2025-09-12T16:32:43.436Z","2025-09-23T15:08:57.754Z","","1","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/45","ISSUE TITLE: [Spike] Ticket Creation for Paxium Resource Deploy STATE: opened AUTHOR: pierreo32 CREATED: 2025-09-12T16:32:43.436Z LABELS: Sprint Ready, aspect::platform ASSIGNEES: pierreo32 DESCRIPTION:  **Acceptance Criteria:** Creation of new Tickets to deploy Core Paxium components to AWS; COMMENTS: None"
"atlas-datascience/lion/devops","71509248","33","173674421","[Spike] Ticket Creation for Paxium Resource Deploy","closed","pierreo32","pierreo32","Sprint Ready|aspect::platform","","2025-09-12T16:32:43.436Z","2025-09-23T14:48:44.996Z","","1","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/33","ISSUE TITLE: [Spike] Ticket Creation for Paxium Resource Deploy STATE: closed AUTHOR: pierreo32 CREATED: 2025-09-12T16:32:43.436Z LABELS: Sprint Ready, aspect::platform ASSIGNEES: pierreo32 DESCRIPTION:  **Acceptance Criteria:** Creation of new Tickets to deploy Core Paxium components to AWS; COMMENTS: None"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","22","173408482","Ticket Creation for Paxium Resource Deploy","closed","pierreo32","","Backlog|aspect::platform","","2025-09-12T16:32:43.436Z","2025-09-19T14:59:09.230Z","","1","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/22","ISSUE TITLE: Ticket Creation for Paxium Resource Deploy STATE: closed AUTHOR: pierreo32 CREATED: 2025-09-12T16:32:43.436Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: Creation of new Tickets to deploy Core Paxium components to AWS; COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-policies","74119475","10","173575676","Create Tagging Rego Policy","closed","rprice314","rprice314","aspect::catalog","","2025-09-17T14:11:09.662Z","2025-09-19T18:36:14.028Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/10","ISSUE TITLE: Create Tagging Rego Policy STATE: closed AUTHOR: rprice314 CREATED: 2025-09-17T14:11:09.662Z LABELS: aspect::catalog ASSIGNEES: rprice314 DESCRIPTION: As a data engineer I need to create a rego policy that can be used to test the security labeling enrichment process   Acceptance Criteria  Policy contains a labeling default Policy contains at least three different criteria that will be used to create mock labels Policy is available in a web assembly module that can be used in a lambda function COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-policies","74119475","11","173575858","Enhance OPA Pipeline to Support Multiple WASMs","closed","rprice314","rprice314","aspect::catalog","","2025-09-17T14:15:20.992Z","2025-09-19T18:37:24.538Z","","2","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-policies/-/issues/11","ISSUE TITLE: Enhance OPA Pipeline to Support Multiple WASMs STATE: closed AUTHOR: rprice314 CREATED: 2025-09-17T14:15:20.992Z LABELS: aspect::catalog ASSIGNEES: rprice314 DESCRIPTION: As a data engineer I need to modify the opa policy CI pipeline to support multiple wasms so that we can have a wasm for data tagging and another wasm for data attribute filtering  Acceptance Criteria  OPA policy CI pipeline produces two wasms: tagging.wasm and filtering.wasm Both wasms are packaged inside of the lambda layer that the OPA policy CI pipeline creates Both wasms are usable in lambda functions COMMENTS: None"
"atlas-datascience/lion/project-lion/paxium-access-broker","74557728","8","173838335","ADR: Access Broker architecture and trade-offs","opened","szahniy","szahniy","Sprint Ready|aspect::access-broker","","2025-09-18T19:16:16.831Z","2025-09-23T14:39:41.934Z","","5","false","https://gitlab.com/atlas-datascience/lion/project-lion/paxium-access-broker/-/issues/8","ISSUE TITLE: ADR: Access Broker architecture and trade-offs STATE: opened AUTHOR: szahniy CREATED: 2025-09-18T19:16:16.831Z LABELS: Sprint Ready, aspect::access-broker ASSIGNEES: szahniy DESCRIPTION: Document the decision to isolate link creation in a broker service, alternatives considered, ann plan.  Acceptance criteria: - 5-sentence Executive Summary included. - Alternatives and risks sections complete. - Decision box states status and owners. COMMENTS: None"
"atlas-datascience/lion/devops","71509248","15","173630413","ADR: Access Broker architecture and trade-offs","closed","szahniy","szahniy","Sprint Ready|aspect::access-broker","","2025-09-18T19:16:16.831Z","2025-09-24T13:17:33.887Z","","5","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/15","ISSUE TITLE: ADR: Access Broker architecture and trade-offs STATE: closed AUTHOR: szahniy CREATED: 2025-09-18T19:16:16.831Z LABELS: Sprint Ready, aspect::access-broker ASSIGNEES: szahniy DESCRIPTION: Document the decision to isolate link creation in a broker service, alternatives considered, ann plan.  Acceptance criteria: - 5-sentence Executive Summary included. - Alternatives and risks sections complete. - Decision box states status and owners. COMMENTS: None"
"atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client","71561356","23","173631931","Implement Domains, Data Products and Assets","closed","johndmema","johndmema","aspect::enrichment","","2025-09-18T20:13:15.486Z","2025-09-19T17:47:25.328Z","","3","false","https://gitlab.com/atlas-datascience/lion/project-lion/data-ingestion-enrichment/open-metadata-client/-/issues/23","ISSUE TITLE: Implement Domains, Data Products and Assets STATE: closed AUTHOR: johndmema CREATED: 2025-09-18T20:13:15.486Z LABELS: aspect::enrichment ASSIGNEES: johndmema DESCRIPTION: Integrate data products within domains in OpenMetadata when processing records, register containers as assets under data products using the tenant ID COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","28","173838716","Create OpenNext SSR blueprint for paxium-web behind CloudFront","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:45:21.480Z","2025-09-23T14:48:09.608Z","","5","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/28","ISSUE TITLE: Create OpenNext SSR blueprint for paxium-web behind CloudFront STATE: opened AUTHOR: szahniy CREATED: 2025-09-18T23:45:21.480Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: We provision a reusable SSR deployment pattern for Next.js using OpenNext, CloudFront, and Lambda@Edge. This aligns with WEB/UI strategy and ADR-004 on SSR and SSG route selection. Keeps the path to customer-hosted environments simple and repeatable. See WEB/UI strategy and Paxium Web Implementation Plan. **Acceptance criteria:** - terraform apply creates S3 assets bucket, CloudFront distribution, and Lambda@Edge origin request handler. - Output includes a public URL where /health returns 200. - Default route renders server-side and shows a build version. - README documents inputs, outputs, and rollback steps. COMMENTS: None"
"atlas-datascience/lion/devops","71509248","16","173637203","Create OpenNext SSR blueprint for paxium-web behind CloudFront","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:45:21.480Z","2025-09-23T14:48:08.983Z","","5","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/16","ISSUE TITLE: Create OpenNext SSR blueprint for paxium-web behind CloudFront STATE: closed AUTHOR: szahniy CREATED: 2025-09-18T23:45:21.480Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: We provision a reusable SSR deployment pattern for Next.js using OpenNext, CloudFront, and Lambda@Edge. This aligns with WEB/UI strategy and ADR-004 on SSR and SSG route selection. Keeps the path to customer-hosted environments simple and repeatable. See WEB/UI strategy and Paxium Web Implementation Plan. **Acceptance criteria:** - terraform apply creates S3 assets bucket, CloudFront distribution, and Lambda@Edge origin request handler. - Output includes a public URL where /health returns 200. - Default route renders server-side and shows a build version. - README documents inputs, outputs, and rollback steps. COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","29","173838717","SSG blueprint for paxium-web on S3 + CloudFront","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:45:51.433Z","2025-09-23T14:48:12.153Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/29","ISSUE TITLE: SSG blueprint for paxium-web on S3 + CloudFront STATE: opened AUTHOR: szahniy CREATED: 2025-09-18T23:45:51.433Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: We deliver an SSG pattern for routes that do not need SSR, per ADR-004. This reduces cold starts and cost for static pages while keeping the same IaC ergonomics. See WEB/UI strategy. **Acceptance criteria:** - Static site bucket with OAC, index and 404 configured. - CloudFront distribution created and output URL provided. - npm build && npm export deploys to S3 via CI template. - README includes when to pick SSG vs SSR. COMMENTS: None"
"atlas-datascience/lion/devops","71509248","17","173637212","SSG blueprint for paxium-web on S3 + CloudFront","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:45:51.433Z","2025-09-23T14:48:11.540Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/17","ISSUE TITLE: SSG blueprint for paxium-web on S3 + CloudFront STATE: closed AUTHOR: szahniy CREATED: 2025-09-18T23:45:51.433Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: We deliver an SSG pattern for routes that do not need SSR, per ADR-004. This reduces cold starts and cost for static pages while keeping the same IaC ergonomics. See WEB/UI strategy. **Acceptance criteria:** - Static site bucket with OAC, index and 404 configured. - CloudFront distribution created and output URL provided. - npm build && npm export deploys to S3 via CI template. - README includes when to pick SSG vs SSR. COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","30","173838718","API Gateway HTTP API + Lambda baseline for paxium-api","closed","szahniy","","","","2025-09-18T23:46:12.630Z","2025-09-23T14:48:13.049Z","","","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/30","ISSUE TITLE: API Gateway HTTP API + Lambda baseline for paxium-api STATE: closed AUTHOR: szahniy CREATED: 2025-09-18T23:46:12.630Z LABELS:  ASSIGNEES:  DESCRIPTION: We stand up a minimal HTTP API Gateway with one Lambda to host the thin API. Routing, logging, and stage variables prepared per Thin API layer doc. **Acceptance criteria:** - /health returns 200 with {status:""""ok""""}. - Access logs enabled with request id and latency. - Stage variable for POLICY_BUNDLE_ID is present. - Terraform outputs include invoke URL. COMMENTS: None"
"atlas-datascience/lion/devops","71509248","18","173637215","API Gateway HTTP API + Lambda baseline for paxium-api","closed","szahniy","","","","2025-09-18T23:46:12.630Z","2025-09-23T14:48:12.865Z","","","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/18","ISSUE TITLE: API Gateway HTTP API + Lambda baseline for paxium-api STATE: closed AUTHOR: szahniy CREATED: 2025-09-18T23:46:12.630Z LABELS:  ASSIGNEES:  DESCRIPTION: We stand up a minimal HTTP API Gateway with one Lambda to host the thin API. Routing, logging, and stage variables prepared per Thin API layer doc. **Acceptance criteria:** - /health returns 200 with {status:""""ok""""}. - Access logs enabled with request id and latency. - Stage variable for POLICY_BUNDLE_ID is present. - Terraform outputs include invoke URL. COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","31","173838720","Centralized Secrets Manager scaffolding for envs","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:47:13.508Z","2025-09-23T14:48:15.403Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/31","ISSUE TITLE: Centralized Secrets Manager scaffolding for envs STATE: opened AUTHOR: szahniy CREATED: 2025-09-18T23:47:13.508Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: We standardize secrets for OM URL and  OIDC issuer. Names and access policies align with our multi-tenant and SSR patterns. **Acceptance criteria:** - Secrets created for om.baseUrl, oidc.issuer. - Read permissions for api/web lambdas in dev and stage. - Example dev values injected by CI for sandbox. - Runbook documents rotation steps. COMMENTS: None"
"atlas-datascience/lion/devops","71509248","19","173637225","Centralized Secrets Manager scaffolding for envs","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:47:13.508Z","2025-09-23T14:48:14.466Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/19","ISSUE TITLE: Centralized Secrets Manager scaffolding for envs STATE: closed AUTHOR: szahniy CREATED: 2025-09-18T23:47:13.508Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: We standardize secrets for OM URL and  OIDC issuer. Names and access policies align with our multi-tenant and SSR patterns. **Acceptance criteria:** - Secrets created for om.baseUrl, oidc.issuer. - Read permissions for api/web lambdas in dev and stage. - Example dev values injected by CI for sandbox. - Runbook documents rotation steps. COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","32","173838722","OPA Wasm Lambda Layer packaging and publish","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:47:41.955Z","2025-09-23T14:48:17.199Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/32","ISSUE TITLE: OPA Wasm Lambda Layer packaging and publish STATE: opened AUTHOR: szahniy CREATED: 2025-09-18T23:47:41.955Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: Package @open-policy-agent/opa-wasm and helper into a shared Lambda layer. Consumers are paxium-api and future workers. See OPA Integration Plan. **Acceptance criteria:** - Layer built in CI and published per stage with version tag. - Example function consumes layer and evaluates a mock policy. - README describes versioning and deprecation process. COMMENTS: None"
"atlas-datascience/lion/devops","71509248","20","173637230","OPA Wasm Lambda Layer packaging and publish","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:47:41.955Z","2025-09-23T14:48:16.737Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/20","ISSUE TITLE: OPA Wasm Lambda Layer packaging and publish STATE: closed AUTHOR: szahniy CREATED: 2025-09-18T23:47:41.955Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: Package @open-policy-agent/opa-wasm and helper into a shared Lambda layer. Consumers are paxium-api and future workers. See OPA Integration Plan. **Acceptance criteria:** - Layer built in CI and published per stage with version tag. - Example function consumes layer and evaluates a mock policy. - README describes versioning and deprecation process. COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","33","173838724","Policy bundle bucket with versioning and SNS notify","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:48:14.350Z","2025-09-23T14:48:19.711Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/33","ISSUE TITLE: Policy bundle bucket with versioning and SNS notify STATE: opened AUTHOR: szahniy CREATED: 2025-09-18T23:48:14.350Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: We host compiled policy.wasm in a versioned S3 bucket and fan out change notifications. This is the distribution point for policy consumers. **Acceptance criteria:** - Versioned S3 bucket exists with KMS encryption. - SNS topic created and IAM policy allows publish from CI. - Upload of policy.wasm publishes SNS event with metadata. - Example subscriber receives event in dev. COMMENTS: None"
"atlas-datascience/lion/devops","71509248","21","173637233","Policy bundle bucket with versioning and SNS notify","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:48:14.350Z","2025-09-23T14:48:18.784Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/21","ISSUE TITLE: Policy bundle bucket with versioning and SNS notify STATE: closed AUTHOR: szahniy CREATED: 2025-09-18T23:48:14.350Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: We host compiled policy.wasm in a versioned S3 bucket and fan out change notifications. This is the distribution point for policy consumers. **Acceptance criteria:** - Versioned S3 bucket exists with KMS encryption. - SNS topic created and IAM policy allows publish from CI. - Upload of policy.wasm publishes SNS event with metadata. - Example subscriber receives event in dev. COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","34","173838726","Kinesis events-raw stream baseline for audit/events","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:48:38.103Z","2025-09-23T14:48:20.917Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/34","ISSUE TITLE: Kinesis events-raw stream baseline for audit/events STATE: closed AUTHOR: szahniy CREATED: 2025-09-18T23:48:38.103Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: Establish a simple event pipeline for audit and clickstreams. Used later by reporting, out of scope for deep analytics in MVP but required for decision logs. **Acceptance criteria:** - Kinesis stream created with 24h retention and configurable shards. - API can PutRecords in dev behind a feature flag. - Alarm for IteratorAgeHigh configured. - README links to retention and cost guidance. COMMENTS: None"
"atlas-datascience/lion/devops","71509248","22","173637236","Kinesis events-raw stream baseline for audit/events","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:48:38.103Z","2025-09-23T14:48:20.712Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/22","ISSUE TITLE: Kinesis events-raw stream baseline for audit/events STATE: closed AUTHOR: szahniy CREATED: 2025-09-18T23:48:38.103Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: Establish a simple event pipeline for audit and clickstreams. Used later by reporting, out of scope for deep analytics in MVP but required for decision logs. **Acceptance criteria:** - Kinesis stream created with 24h retention and configurable shards. - API can PutRecords in dev behind a feature flag. - Alarm for IteratorAgeHigh configured. - README links to retention and cost guidance. COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","35","173838727","Local dev docker-compose: OM + Postgres + OpenSearch","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:49:04.049Z","2025-09-23T14:48:22.273Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/35","ISSUE TITLE: Local dev docker-compose: OM + Postgres + OpenSearch STATE: closed AUTHOR: szahniy CREATED: 2025-09-18T23:49:04.049Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: Provide a one-command local stack to match our wiki architecture: OpenMetadata, Postgres, and OpenSearch. Useful for UI and API developers. **Acceptance criteria:** - docker compose up starts OM, PG, and OS with health checks. - Seed script creates example domains and 10 assets. - Health doc explains URLs, creds, and reset steps. COMMENTS: None"
"atlas-datascience/lion/devops","71509248","23","173637241","Local dev docker-compose: OM + Postgres + OpenSearch","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:49:04.049Z","2025-09-23T14:48:22.053Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/23","ISSUE TITLE: Local dev docker-compose: OM + Postgres + OpenSearch STATE: closed AUTHOR: szahniy CREATED: 2025-09-18T23:49:04.049Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: Provide a one-command local stack to match our wiki architecture: OpenMetadata, Postgres, and OpenSearch. Useful for UI and API developers. **Acceptance criteria:** - docker compose up starts OM, PG, and OS with health checks. - Seed script creates example domains and 10 assets. - Health doc explains URLs, creds, and reset steps. COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","36","173838729","GitLab CI templates library adoption guide","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:49:34.965Z","2025-09-23T14:48:24.147Z","","2","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/36","ISSUE TITLE: GitLab CI templates library adoption guide STATE: opened AUTHOR: szahniy CREATED: 2025-09-18T23:49:34.965Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: Create a reference .gitlab-ci.yml using @paxium/config shared templates for web and api. Ensures consistent build, test, and deploy. **Acceptance criteria:** - Example pipeline passes lint, typecheck, and unit tests. - Deploy job invokes Terraform for dev. - Guide shows how to opt in from new repos. COMMENTS: None"
"atlas-datascience/lion/devops","71509248","24","173637245","GitLab CI templates library adoption guide","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:49:34.965Z","2025-09-23T14:48:23.111Z","","2","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/24","ISSUE TITLE: GitLab CI templates library adoption guide STATE: closed AUTHOR: szahniy CREATED: 2025-09-18T23:49:34.965Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: Create a reference .gitlab-ci.yml using @paxium/config shared templates for web and api. Ensures consistent build, test, and deploy. **Acceptance criteria:** - Example pipeline passes lint, typecheck, and unit tests. - Deploy job invokes Terraform for dev. - Guide shows how to opt in from new repos. COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","37","173838730","OpenSearch ingest pipeline for custom props JSON parse","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:50:00.472Z","2025-09-23T14:48:26.082Z","","3","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/37","ISSUE TITLE: OpenSearch ingest pipeline for custom props JSON parse STATE: opened AUTHOR: szahniy CREATED: 2025-09-18T23:50:00.472Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: Commit an ingest pipeline that parses stringified custom properties to JSON so we can facet and filter. See Search and Discovery. **Acceptance criteria:** - Pipeline JSON committed with test data and unit test. - Reindex job example shows fields promoted as nested JSON. - Verified query by nested field works in dev OS. COMMENTS: None"
"atlas-datascience/lion/devops","71509248","25","173637255","OpenSearch ingest pipeline for custom props JSON parse","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:50:00.472Z","2025-09-23T14:48:25.237Z","","3","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/25","ISSUE TITLE: OpenSearch ingest pipeline for custom props JSON parse STATE: closed AUTHOR: szahniy CREATED: 2025-09-18T23:50:00.472Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: Commit an ingest pipeline that parses stringified custom properties to JSON so we can facet and filter. See Search and Discovery. **Acceptance criteria:** - Pipeline JSON committed with test data and unit test. - Reindex job example shows fields promoted as nested JSON. - Verified query by nested field works in dev OS. COMMENTS: None"
"atlas-datascience/lion/local-environment","70509031","38","173838731","Edge Connector minimal deployment template for customer account","opened","szahniy","","Backlog|aspect::platform","","2025-09-18T23:50:26.213Z","2025-09-23T14:48:27.844Z","","5","false","https://gitlab.com/atlas-datascience/lion/local-environment/-/issues/38","ISSUE TITLE: Edge Connector minimal deployment template for customer account STATE: opened AUTHOR: szahniy CREATED: 2025-09-18T23:50:26.213Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: Provide an easily consumable template to deploy Edge Connector in a customer AWS account with S3 trigger and SQS buffering. Aligns with Ingestion Gateway plan. **Acceptance criteria:** - Template creates S3, SQS, Lambda, IAM with least privilege. - Env var for Gateway URL is configurable. - Sample upload flows through to Gateway /ingest 202. - Rollback documented. COMMENTS: None"
"atlas-datascience/lion/devops","71509248","26","173637260","Edge Connector minimal deployment template for customer account","closed","szahniy","","Backlog|aspect::platform","","2025-09-18T23:50:26.213Z","2025-09-23T14:48:27.152Z","","5","false","https://gitlab.com/atlas-datascience/lion/devops/-/issues/26","ISSUE TITLE: Edge Connector minimal deployment template for customer account STATE: closed AUTHOR: szahniy CREATED: 2025-09-18T23:50:26.213Z LABELS: Backlog, aspect::platform ASSIGNEES:  DESCRIPTION: Provide an easily consumable template to deploy Edge Connector in a customer AWS account with S3 trigger and SQS buffering. Aligns with Ingestion Gateway plan. **Acceptance criteria:** - Template creates S3, SQS, Lambda, IAM with least privilege. - Env var for Gateway URL is configurable. - Sample upload flows through to Gateway /ingest 202. - Rollback documented. COMMENTS: None"
